date,store_id,store_type,location_type,region_code,holiday,discount,orders,sales
2018-01,53,S3,L1,R2,5,15,2031,1382208.93
2018-01,54,S1,L2,R3,5,15,1794,1473899.04
2018-01,55,S1,L1,R2,5,15,1996,1386780.6
2018-01,56,S2,L5,R3,5,15,1301,869650.38
2018-01,57,S4,L1,R1,5,15,2416,1391305.53
2018-01,58,S1,L1,R1,5,15,1664,1175755.38
2018-01,59,S1,L3,R1,5,15,1449,949056.09
2018-01,60,S1,L5,R2,5,15,1415,870639.9
2018-01,61,S1,L1,R3,5,15,1978,1328037.0
2018-01,62,S2,L5,R1,5,15,1219,852912.51
2018-01,63,S1,L1,R2,5,15,2172,1562350.17
2018-01,64,S3,L1,R2,5,15,2252,1511322.27
2018-01,65,S1,L2,R2,5,15,2807,2356369.92
2018-01,66,S3,L3,R3,5,15,2082,1254314.4
2018-01,67,S2,L5,R1,5,15,1044,666619.47
2018-01,68,S1,L2,R4,5,15,2000,1569196.05
2018-01,69,S1,L1,R4,5,15,1669,1202035.08
2018-01,70,S1,L1,R3,5,13,1896,1282246.89
2018-01,71,S2,L5,R1,5,15,995,677683.74
2018-01,72,S1,L2,R3,5,15,2005,1570353.66
2018-01,73,S3,L2,R4,5,15,2098,1689223.8599999999
2018-01,74,S3,L1,R2,5,15,2237,1526733.84
2018-01,75,S3,L2,R3,5,15,2328,1757324.07
2018-01,76,S2,L3,R3,5,15,1313,1017384.27
2018-01,77,S2,L5,R3,5,15,1068,779578.8
2018-01,78,S1,L1,R4,5,15,1416,1058298.54
2018-01,79,S2,L5,R4,5,15,1155,847768.14
2018-01,80,S1,L1,R1,5,15,1599,1103177.04
2018-01,81,S3,L2,R1,5,15,2034,1572894.12
2018-01,82,S4,L2,R1,5,15,3288,1957588.8
2018-01,83,S2,L5,R1,5,15,881,657890.46
2018-01,84,S1,L1,R3,5,15,1891,1303258.14
2018-01,85,S4,L2,R1,5,15,3060,1878555.84
2018-01,86,S1,L1,R4,5,15,1732,1263215.61
2018-01,87,S4,L2,R3,5,15,2703,2161828.02
2018-01,88,S2,L5,R2,5,15,1333,967998.96
2018-01,89,S1,L4,R1,5,15,1494,933875.0700000001
2018-01,90,S1,L1,R3,5,15,1892,1305482.55
2018-01,91,S3,L1,R1,5,15,2155,1470554.07
2018-01,92,S1,L4,R2,5,15,1468,895408.26
2018-01,93,S1,L1,R4,5,15,1655,1255526.34
2018-01,94,S4,L2,R2,5,15,2590,1778779.23
2018-01,95,S3,L1,R1,5,15,2490,1514869.77
2018-01,96,S3,L1,R3,5,15,2298,1523079.45
2018-01,97,S4,L1,R1,5,15,2948,1817937.18
2018-01,98,S2,L5,R2,5,15,1055,789025.47
2018-01,99,S1,L1,R3,5,15,1955,1299379.83
2018-01,100,S1,L1,R2,5,15,1836,1302172.23
2018-01,101,S1,L4,R3,5,15,1515,1009169.55
2018-01,102,S4,L2,R1,5,15,2673,1813599.66
2018-01,103,S1,L3,R3,5,15,1655,1103169.66
2018-01,104,S1,L1,R2,5,15,1878,1262219.28
2018-01,105,S4,L2,R1,5,15,2351,1572873.9
2018-01,106,S1,L1,R4,5,15,1828,1277880.87
2018-01,107,S1,L3,R3,5,15,1644,1098514.89
2018-01,108,S1,L1,R4,5,15,1982,1490030.73
2018-01,109,S1,L1,R1,5,15,1800,1234983.03
2018-01,110,S2,L3,R3,5,15,1423,1095102.09
2018-01,111,S1,L1,R2,5,15,1773,1291431.84
2018-01,112,S1,L1,R3,5,15,1562,1066434.69
2018-01,113,S2,L3,R3,5,15,1293,1029637.32
2018-01,114,S3,L1,R4,5,15,2148,1522308.72
2018-01,115,S4,L2,R1,5,15,3780,2276632.44
2018-01,116,S2,L3,R3,5,15,1382,1053138.15
2018-01,117,S1,L1,R3,5,15,1546,1179377.49
2018-01,118,S2,L1,R4,5,15,1502,1216729.62
2018-01,119,S1,L1,R3,5,15,1918,1324989.63
2018-01,120,S3,L2,R2,5,15,2278,1865843.8800000001
2018-01,121,S1,L1,R4,5,15,1965,1542174.75
2018-01,122,S1,L1,R2,5,15,1662,1295331.0
2018-01,123,S4,L2,R3,5,15,2278,1732158.45
2018-01,124,S3,L2,R3,5,15,2354,1783032.06
2018-01,125,S4,L2,R1,5,15,2992,1879860.48
2018-01,126,S4,L2,R2,5,15,3976,2808210.69
2018-01,127,S4,L2,R2,5,15,2885,1940943.6
2018-01,128,S1,L2,R2,5,15,1833,1390145.85
2018-01,129,S3,L1,R1,5,15,1898,1202548.98
2018-01,130,S1,L1,R3,5,15,1806,1257892.32
2018-01,131,S4,L2,R1,5,15,3580,2100932.67
2018-01,132,S1,L1,R3,5,15,2021,1471718.13
2018-01,133,S1,L1,R4,5,15,1890,1286230.83
2018-01,134,S1,L4,R1,5,15,1426,962891.49
2018-01,135,S1,L1,R4,5,15,1739,1387840.56
2018-01,136,S2,L5,R4,5,15,1087,839397.24
2018-01,137,S4,L1,R1,5,15,2305,1438740.21
2018-01,138,S1,L1,R1,5,15,1656,1109382.36
2018-01,139,S4,L2,R2,5,15,3240,2233780.74
2018-01,140,S4,L1,R1,5,15,2341,1611041.73
2018-01,141,S1,L1,R2,5,15,1761,1327641.63
2018-01,142,S2,L1,R3,5,15,1344,1028105.46
2018-01,143,S3,L2,R3,5,15,2261,1838792.7
2018-01,144,S1,L3,R3,5,15,1856,1214059.68
2018-01,145,S1,L3,R1,5,15,1694,1056092.79
2018-01,146,S4,L2,R1,5,15,4418,2603444.31
2018-01,147,S4,L2,R4,5,15,3510,2198371.86
2018-01,148,S1,L1,R2,5,15,1504,1150917.63
2018-01,149,S2,L3,R2,5,15,1408,999612.66
2018-01,150,S4,L2,R1,5,15,3283,2052411.27
2018-01,151,S1,L3,R2,5,15,1520,1036705.38
2018-01,152,S2,L1,R1,5,15,1474,1211855.85
2018-01,153,S4,L2,R1,5,15,4004,2524182.33
2018-01,154,S1,L3,R2,5,15,1917,1163372.1300000001
2018-01,155,S3,L1,R2,5,15,2146,1518673.8
2018-01,156,S1,L1,R3,5,15,1970,1460459.25
2018-01,157,S4,L2,R1,5,15,3292,1980391.08
2018-01,158,S4,L2,R2,5,15,3677,2085294.39
2018-01,159,S2,L1,R3,5,15,1541,1224953.1
2018-01,160,S4,L2,R1,5,15,4438,2569649.07
2018-01,161,S1,L1,R3,5,15,1595,1312383.3
2018-01,162,S4,L1,R2,5,15,2334,1531695.12
2018-01,163,S1,L2,R3,5,15,2019,1593407.16
2018-01,164,S1,L1,R3,5,15,1557,1199714.94
2018-01,165,S1,L1,R2,5,15,1907,1280061.09
2018-01,166,S1,L1,R2,5,15,1612,1205204.22
2018-01,167,S1,L1,R2,5,15,1704,1164659.52
2018-01,168,S2,L3,R3,5,15,1382,1040138.7
2018-01,169,S1,L2,R4,5,15,2102,1665064.68
2018-01,170,S1,L1,R2,5,15,1758,1429965.45
2018-01,171,S4,L2,R3,5,15,2444,1662259.14
2018-01,172,S1,L1,R1,5,15,2027,1350477.33
2018-01,173,S4,L2,R1,5,15,3605,2470272.48
2018-01,174,S1,L1,R4,5,15,1657,1243788.03
2018-01,175,S4,L2,R1,5,15,5158,3105760.8
2018-01,176,S4,L2,R3,5,15,3095,2227330.89
2018-01,177,S2,L1,R4,5,15,1558,1230718.05
2018-01,178,S3,L2,R3,5,15,2053,1520314.59
2018-01,179,S1,L1,R2,5,15,2173,1574967.09
2018-01,180,S1,L3,R2,5,15,1424,1035509.76
2018-01,181,S3,L1,R3,5,15,2188,1347660.33
2018-01,182,S3,L1,R1,5,15,1655,1022149.77
2018-01,183,S1,L3,R1,5,15,1879,1154184.54
2018-01,184,S1,L2,R2,5,15,1935,1566548.55
2018-01,185,S1,L1,R3,5,15,1683,1285679.49
2018-01,186,S2,L5,R2,5,15,1033,786653.49
2018-01,187,S1,L1,R1,5,15,1454,1050262.83
2018-01,188,S3,L2,R1,5,15,2301,1937524.56
2018-01,189,S2,L3,R3,5,15,1277,1018407.54
2018-01,190,S3,L3,R1,5,15,2348,1354765.44
2018-01,191,S3,L1,R1,5,15,2186,1351339.2
2018-01,192,S1,L1,R3,5,15,2011,1484548.8
2018-01,193,S2,L3,R4,5,15,1226,951176.22
2018-01,194,S1,L1,R2,5,15,1878,1320838.83
2018-01,195,S4,L1,R1,5,15,3112,1801951.44
2018-01,196,S1,L1,R3,5,15,1696,1395754.02
2018-01,197,S2,L5,R1,5,15,1280,843172.08
2018-01,198,S4,L2,R3,5,15,2789,1931284.2
2018-01,199,S1,L1,R4,5,15,1589,1199957.79
2018-01,200,S2,L1,R2,5,15,1258,1140582.63
2018-01,201,S4,L1,R1,5,15,2808,1598463.51
2018-01,202,S4,L2,R2,5,15,2428,1665795.87
2018-01,203,S2,L4,R2,5,15,1326,927191.43
2018-01,204,S4,L1,R3,5,15,2373,1477921.74
2018-01,205,S1,L1,R2,5,15,1818,1260307.02
2018-01,206,S1,L1,R1,5,15,1718,1249164.9
2018-01,207,S1,L1,R3,5,15,1701,1338055.53
2018-01,208,S3,L1,R1,5,15,2352,1515691.95
2018-01,209,S1,L1,R1,5,15,1356,984470.16
2018-01,210,S1,L5,R1,5,15,1325,804309.36
2018-01,211,S4,L2,R1,5,15,2959,1805068.26
2018-01,212,S4,L2,R3,5,15,3145,2037447.24
2018-01,213,S1,L1,R2,5,15,2057,1392420.96
2018-01,214,S1,L1,R4,5,15,1439,1101409.23
2018-01,215,S3,L2,R1,5,15,2172,1640098.17
2018-01,216,S2,L5,R1,5,15,1206,775443.87
2018-01,217,S4,L1,R1,5,15,2008,1250637.84
2018-01,218,S1,L3,R2,5,15,1745,1176824.91
2018-01,219,S4,L2,R1,5,15,3814,2117299.8
2018-01,220,S2,L4,R3,5,15,1479,1076322.72
2018-01,221,S1,L1,R2,5,15,2058,1441735.68
2018-01,222,S4,L2,R2,5,15,2916,1795709.73
2018-01,223,S2,L5,R2,5,15,1223,825280.29
2018-01,224,S1,L2,R2,5,15,1814,1380656.07
2018-01,225,S1,L1,R1,5,15,1592,1127077.02
2018-01,226,S2,L5,R4,5,15,1103,770541.69
2018-01,227,S4,L2,R1,5,15,2468,1737335.1
2018-01,228,S1,L1,R1,5,15,1485,1093256.13
2018-01,229,S1,L1,R2,5,15,1920,1278640.77
2018-01,230,S2,L4,R4,5,15,1082,824375.61
2018-01,231,S4,L2,R3,5,15,2719,1727967.33
2018-01,232,S1,L1,R4,5,15,1707,1225137.69
2018-01,233,S1,L3,R3,5,15,1696,1199796.15
2018-01,234,S2,L4,R2,5,15,1172,911494.41
2018-01,235,S1,L1,R3,5,15,1382,1076246.73
2018-01,236,S1,L1,R3,5,15,1760,1244253.93
2018-01,237,S2,L3,R3,5,15,1199,1002755.76
2018-01,238,S1,L1,R2,5,15,1439,1100297.7
2018-01,239,S3,L1,R3,5,15,2197,1517576.61
2018-01,240,S3,L2,R3,5,15,2259,1592852.61
2018-01,241,S1,L1,R4,5,15,2001,1563130.29
2018-01,242,S4,L1,R1,5,15,2539,1502433.33
2018-01,243,S4,L2,R2,5,15,2649,2009972.28
2018-01,244,S2,L5,R4,5,15,1303,863496.84
2018-01,245,S4,L1,R2,5,15,2665,1728067.62
2018-01,246,S3,L1,R3,5,15,2125,1507717.86
2018-01,247,S1,L1,R3,5,15,1772,1336350.99
2018-01,248,S1,L1,R2,5,15,1475,1104476.49
2018-01,249,S1,L3,R2,5,15,1754,1097231.82
2018-01,250,S2,L3,R4,5,15,1275,973428.57
2018-01,251,S2,L3,R1,5,15,1253,957732.36
2018-01,252,S3,L2,R1,5,15,2128,1551100.62
2018-01,253,S4,L2,R1,5,15,2560,1615571.43
2018-01,254,S4,L1,R1,5,15,2331,1552173.06
2018-01,255,S3,L2,R4,5,15,2254,1708284.3
2018-01,256,S1,L2,R4,5,15,1897,1567002.66
2018-01,257,S1,L3,R1,5,15,1603,1052284.56
2018-01,258,S2,L4,R4,5,15,1229,923201.64
2018-01,259,S4,L1,R1,5,15,2278,1366025.25
2018-01,260,S1,L1,R4,5,15,1631,1132912.68
2018-01,261,S4,L2,R1,5,15,2124,1406704.44
2018-01,262,S1,L1,R1,5,15,1896,1436809.47
2018-01,263,S1,L5,R1,5,15,1464,831763.23
2018-01,264,S3,L1,R3,5,15,1988,1399734.36
2018-01,265,S2,L4,R2,5,15,1545,1094096.37
2018-01,266,S1,L1,R4,5,15,1592,1124113.59
2018-01,267,S4,L2,R1,5,15,1946,1346223.24
2018-01,268,S1,L2,R1,5,15,1908,1463159.34
2018-01,269,S1,L4,R1,5,15,1838,1177965.6
2018-01,270,S1,L1,R2,5,15,1525,1092351.96
2018-01,271,S1,L3,R2,5,15,1899,1212081.96
2018-01,272,S2,L4,R2,5,15,1278,860098.59
2018-01,273,S2,L3,R4,5,15,1134,941896.8
2018-01,274,S4,L2,R4,5,15,2397,1749834.99
2018-01,275,S4,L1,R1,5,15,2459,1594238.01
2018-01,276,S1,L1,R2,5,15,1856,1274526.03
2018-01,277,S1,L3,R1,5,15,1706,1046275.38
2018-01,278,S4,L1,R4,5,15,3087,1951733.94
2018-01,279,S2,L3,R2,5,15,1435,1047082.77
2018-01,280,S4,L2,R2,5,15,3202,1949074.05
2018-01,281,S1,L4,R1,5,15,1950,1147217.1
2018-01,282,S1,L2,R2,5,15,2016,1748374.83
2018-01,283,S4,L1,R1,5,15,2462,1444171.23
2018-01,284,S4,L2,R3,5,15,2050,1478367.87
2018-01,285,S1,L3,R3,5,15,1398,1005436.2
2018-01,286,S4,L2,R4,5,13,3193,2274298.86
2018-01,287,S1,L4,R1,5,15,1704,990115.23
2018-01,288,S3,L2,R3,5,15,2514,1797884.94
2018-01,289,S2,L5,R2,5,15,1093,736628.64
2018-01,290,S1,L1,R3,5,15,1809,1307717.04
2018-01,291,S1,L3,R1,5,15,1683,995829.69
2018-01,292,S1,L1,R1,5,15,1553,1159228.14
2018-01,293,S2,L4,R2,5,15,1094,806370.66
2018-01,294,S4,L2,R2,5,15,3203,2036483.61
2018-01,295,S1,L1,R1,5,15,1708,1330427.01
2018-01,296,S1,L1,R1,5,15,1899,1320032.34
2018-01,297,S2,L3,R4,5,15,1224,886558.8
2018-01,298,S4,L1,R1,5,15,4116,2173777.53
2018-01,299,S1,L1,R3,5,15,1693,1341337.1099999999
2018-01,300,S2,L5,R2,5,13,1856,1126576.89
2018-01,301,S1,L3,R2,5,15,1740,1167228.87
2018-01,302,S1,L4,R2,5,15,1619,1006089.09
2018-01,303,S4,L2,R1,5,15,3382,1959962.55
2018-01,304,S1,L1,R4,5,15,1646,1137869.19
2018-01,305,S4,L1,R1,5,15,2568,1554218.6400000001
2018-01,306,S1,L3,R2,5,15,1498,1053997.38
2018-01,307,S1,L5,R2,5,15,1233,736279.32
2018-01,308,S4,L2,R3,5,15,2334,1602280.56
2018-01,309,S1,L5,R1,5,15,2189,1187240.31
2018-01,310,S2,L5,R1,5,15,1053,650157.09
2018-01,311,S4,L2,R2,5,15,3116,1984406.16
2018-01,312,S4,L2,R1,5,15,4916,2927410.02
2018-01,313,S1,L3,R1,5,15,1556,1030079.52
2018-01,314,S1,L1,R2,5,15,1952,1349686.86
2018-01,315,S4,L2,R1,5,15,3405,2035326.72
2018-01,316,S4,L2,R1,5,15,2580,1821207.63
2018-01,317,S3,L1,R1,5,15,1967,1190871.45
2018-01,318,S1,L3,R2,5,15,1851,1212652.23
2018-01,319,S3,L1,R2,5,15,2185,1537738.47
2018-01,320,S2,L3,R2,5,15,1360,982282.05
2018-01,321,S3,L1,R2,5,15,2175,1484971.68
2018-01,322,S2,L3,R4,5,15,1277,987016.32
2018-01,323,S1,L4,R1,5,15,1693,1069738.59
2018-01,324,S1,L2,R3,5,15,1967,1630490.55
2018-01,325,S3,L1,R2,5,15,2010,1441462.32
2018-01,326,S3,L1,R1,5,15,2084,1410821.1
2018-01,327,S4,L1,R3,5,15,2767,1667079.15
2018-01,328,S1,L3,R1,5,15,1472,1033167.12
2018-01,329,S4,L2,R3,5,15,2520,1860303.57
2018-01,330,S4,L2,R1,5,15,2427,1575663.75
2018-01,331,S1,L1,R4,5,15,1587,1164038.13
2018-01,332,S2,L5,R1,5,15,1173,771700.02
2018-01,333,S1,L1,R3,5,15,1542,1195065.54
2018-01,334,S3,L2,R2,5,15,2209,1679465.07
2018-01,335,S1,L1,R3,5,15,1788,1229750.94
2018-01,336,S4,L2,R1,5,15,3440,2114147.97
2018-01,337,S4,L2,R1,5,15,5083,3113076.18
2018-01,338,S4,L2,R1,5,15,2796,1903401.51
2018-01,339,S4,L2,R1,5,15,3030,1884694.35
2018-01,340,S4,L2,R3,5,15,2464,1726351.74
2018-01,341,S1,L1,R2,5,15,2043,1378157.82
2018-01,342,S4,L1,R1,5,15,2586,1508292.63
2018-01,343,S1,L1,R2,5,15,1808,1432178.67
2018-01,344,S1,L5,R1,5,15,1939,1060179.33
2018-01,345,S1,L1,R3,5,15,1571,1280863.2
2018-01,346,S4,L1,R1,5,15,3164,1930687.86
2018-01,347,S1,L1,R1,5,15,1815,1293379.08
2018-01,348,S3,L1,R1,5,15,2185,1375006.53
2018-01,349,S1,L1,R4,5,15,1977,1405228.62
2018-01,350,S1,L3,R2,5,15,1635,1111778.82
2018-01,351,S1,L4,R3,5,15,1434,938279.25
2018-01,352,S4,L1,R1,5,15,2099,1346275.98
2018-01,353,S1,L3,R3,5,15,1410,996641.91
2018-01,354,S4,L2,R1,5,15,3634,2552601.72
2018-01,355,S2,L4,R2,5,15,1260,981280.38
2018-01,356,S3,L3,R1,5,15,2014,1166063.46
2018-01,357,S4,L1,R1,5,13,3431,2021580.84
2018-01,358,S3,L1,R1,5,15,2187,1490068.86
2018-01,359,S2,L3,R2,5,15,1410,1130433.24
2018-01,360,S2,L1,R1,5,15,1364,1065611.91
2018-01,361,S1,L3,R1,5,15,1658,1098793.86
2018-01,362,S1,L3,R3,5,15,1701,1105973.67
2018-01,363,S1,L1,R2,5,15,2074,1387448.16
2018-01,364,S2,L3,R2,5,15,1408,1003769.31
2018-01,365,S2,L1,R2,5,15,1188,899486.43
2018-02,1,S1,L3,R1,3,10,1581,884656.5
2018-02,2,S3,L1,R3,3,10,2113,1252815.48
2018-02,3,S4,L2,R1,3,10,2969,1517052.66
2018-02,4,S1,L1,R2,3,10,1840,1051475.16
2018-02,5,S1,L1,R3,3,10,1904,1169552.4
2018-02,6,S4,L1,R1,3,10,2129,1151837.94
2018-02,7,S3,L1,R3,3,10,2087,1230922.98
2018-02,8,S4,L2,R2,3,10,2529,1503743.04
2018-02,9,S1,L1,R1,3,10,1407,910784.97
2018-02,10,S4,L2,R3,3,10,2457,1607390.46
2018-02,11,S4,L2,R1,3,10,3066,1781771.7
2018-02,12,S1,L3,R2,3,10,1426,825589.86
2018-02,13,S3,L3,R1,3,10,1796,912313.77
2018-02,14,S3,L2,R4,3,10,2370,1717794.24
2018-02,15,S4,L2,R1,3,10,3149,1813594.65
2018-02,16,S1,L3,R1,3,10,1700,911175.84
2018-02,17,S1,L1,R2,3,10,1841,1020019.71
2018-02,18,S4,L1,R1,3,10,2626,1427732.55
2018-02,19,S1,L1,R3,3,10,1493,1091304.99
2018-02,20,S1,L1,R1,3,10,1248,950264.28
2018-02,21,S3,L2,R4,3,10,1951,1264091.67
2018-02,22,S1,L1,R4,3,10,1671,1253446.59
2018-02,23,S1,L1,R4,3,10,1548,1081507.14
2018-02,24,S1,L1,R2,3,10,1546,933861.81
2018-02,25,S1,L3,R1,3,10,1780,992354.46
2018-02,26,S1,L1,R3,3,10,1825,1171818.09
2018-02,27,S1,L3,R3,3,10,1272,827663.46
2018-02,28,S3,L2,R3,3,10,2156,1448804.76
2018-02,29,S1,L4,R2,3,10,1340,791290.2
2018-02,30,S1,L2,R2,3,10,1913,1275704.58
2018-02,31,S1,L5,R2,3,10,1371,738294.0
2018-02,32,S1,L1,R2,3,10,1668,1161061.77
2018-02,33,S4,L2,R4,3,10,2465,1554572.76
2018-02,34,S1,L3,R1,3,10,1662,903655.35
2018-02,35,S1,L1,R2,3,10,1778,1079201.01
2018-02,36,S1,L3,R4,3,10,1513,901579.26
2018-02,37,S1,L3,R3,3,10,1396,918238.95
2018-02,38,S1,L3,R2,3,10,1437,940187.58
2018-02,39,S4,L1,R1,3,10,2942,1516979.64
2018-02,40,S1,L1,R4,3,10,1685,1240946.22
2018-02,41,S1,L1,R2,3,10,1852,1189344.66
2018-02,42,S1,L4,R3,3,10,1363,791638.44
2018-02,43,S1,L1,R2,3,10,1456,923672.94
2018-02,44,S1,L3,R2,3,10,1880,1032644.04
2018-02,45,S3,L1,R1,3,10,1879,1071458.46
2018-02,46,S2,L1,R2,3,10,1227,864219.51
2018-02,47,S4,L2,R2,3,10,2864,1642651.6199999999
2018-02,48,S1,L1,R2,3,10,1464,1021950.12
2018-02,49,S4,L1,R2,3,10,2791,1503842.46
2018-02,50,S3,L2,R4,3,10,2127,1377338.22
2018-02,51,S1,L1,R2,3,10,1394,903575.13
2018-02,52,S1,L1,R3,3,10,1722,1085491.71
2018-02,53,S3,L1,R2,3,10,1970,1168832.91
2018-02,54,S1,L2,R3,3,10,1609,1167253.2
2018-02,55,S1,L1,R2,3,10,1868,1145075.7
2018-02,56,S2,L5,R3,3,10,1172,693699.84
2018-02,57,S4,L1,R1,3,10,2290,1185731.52
2018-02,58,S1,L1,R1,3,10,1638,1020314.64
2018-02,59,S1,L3,R1,3,10,1321,748429.56
2018-02,60,S1,L5,R2,3,10,1229,680733.15
2018-02,61,S1,L1,R3,3,10,1811,1074437.19
2018-02,62,S2,L5,R1,3,10,1115,698364.39
2018-02,63,S1,L1,R2,3,10,2022,1309391.01
2018-02,64,S3,L1,R2,3,10,2056,1229460.72
2018-02,65,S1,L2,R2,3,10,2582,1927640.7
2018-02,66,S3,L3,R3,3,10,1926,1029232.5
2018-02,67,S2,L5,R1,3,10,918,510750.33
2018-02,68,S1,L2,R4,3,10,1906,1317813.24
2018-02,69,S1,L1,R4,3,10,1484,946214.19
2018-02,70,S1,L1,R3,3,10,1658,998186.1
2018-02,71,S2,L5,R1,3,10,884,544886.01
2018-02,72,S1,L2,R3,3,10,1966,1359172.5
2018-02,73,S3,L2,R4,3,10,2081,1488641.34
2018-02,74,S3,L1,R2,3,10,2127,1269440.04
2018-02,75,S3,L2,R3,3,10,2188,1456449.36
2018-02,76,S2,L3,R3,3,10,1153,791816.64
2018-02,77,S2,L5,R3,3,10,942,607066.14
2018-02,78,S1,L1,R4,3,10,1321,863831.34
2018-02,79,S2,L5,R4,3,10,994,647961.12
2018-02,80,S1,L1,R1,3,10,1492,914081.07
2018-02,81,S3,L2,R1,3,10,1892,1292411.28
2018-02,82,S4,L2,R1,3,10,2918,1541975.19
2018-02,83,S2,L5,R1,3,10,769,526024.38
2018-02,84,S1,L1,R3,3,10,1866,1136707.5
2018-02,85,S4,L2,R1,3,10,3126,1688262.39
2018-02,86,S1,L1,R4,3,10,1439,953300.49
2018-02,87,S4,L2,R3,3,10,2503,1733539.98
2018-02,88,S2,L5,R2,3,10,1162,743151.78
2018-02,89,S1,L4,R1,3,10,1422,784730.79
2018-02,90,S1,L1,R3,3,10,1787,1076239.2
2018-02,91,S3,L1,R1,3,10,1944,1169527.5
2018-02,92,S1,L4,R2,3,10,1376,730771.35
2018-02,93,S1,L1,R4,3,10,1451,981132.0
2018-02,94,S4,L2,R2,3,10,2330,1439389.47
2018-02,95,S3,L1,R1,3,10,2156,1177592.43
2018-02,96,S3,L1,R3,3,10,2080,1206791.85
2018-02,97,S4,L1,R1,3,10,2702,1482385.68
2018-02,98,S2,L5,R2,3,10,968,642622.68
2018-02,99,S1,L1,R3,3,10,1873,1091364.06
2018-02,100,S1,L1,R2,3,10,1700,1086829.92
2018-02,101,S1,L4,R3,3,10,1345,804614.49
2018-02,102,S4,L2,R1,3,10,2537,1532899.2
2018-02,103,S1,L3,R3,3,10,1580,920620.86
2018-02,104,S1,L1,R2,3,10,1700,1019108.52
2018-02,105,S4,L2,R1,3,10,2248,1326024.66
2018-02,106,S1,L1,R4,3,10,1671,1040075.97
2018-02,107,S1,L3,R3,3,10,1528,890033.34
2018-02,108,S1,L1,R4,3,10,1852,1246143.93
2018-02,109,S1,L1,R1,3,10,1837,1101284.52
2018-02,110,S2,L3,R3,3,10,1306,897179.52
2018-02,111,S1,L1,R2,3,10,1808,1180895.13
2018-02,112,S1,L1,R3,3,10,1570,956902.74
2018-02,113,S2,L3,R3,3,10,1166,835410.81
2018-02,114,S3,L1,R4,3,10,2109,1329681.3599999999
2018-02,115,S4,L2,R1,3,10,3477,1837358.52
2018-02,116,S2,L3,R3,3,10,1227,850881.45
2018-02,117,S1,L1,R3,3,10,1467,990157.47
2018-02,118,S2,L1,R4,3,10,1321,954907.74
